feedback_id,launch_id,cluster_id,source_channel,customer_segment,feedback_text,category,subcategory,severity,status,confidence_score,confidence_level,human_review_needed,likely_owner,recommended_route,created_at,ingested_at
FB-2095,1,2,In-product feedback,Enterprise admins,"Workspace owners keep confusing which workspace permissions are required before connector setup, causing avoidable support tickets.",Permissions,Access model clarity,Sev 4,Needs review,81,Medium,Review recommended,Product Ops,Triage -> Product Ops review,2026-05-12T18:20:13Z,2026-05-12T20:20:13Z
FB-2096,1,2,Support ticket,Workspace owners,"Workspace owners keep confusing which workspace permissions are required before connector setup, creating repeated setup questions.",Permissions,Access model clarity,Sev 3,In progress,97,High,No,Product Ops,Support -> Product Ops active workstream,2026-05-12T10:21:10Z,2026-05-12T16:21:10Z
FB-2097,1,2,Launch office hours,External partners,"External partners are unsure about whether viewers can validate connector permissions, creating repeated setup questions.",Permissions,Access model clarity,Sev 3,Resolved,82,Medium,No,Product Ops,Resolved by Product Ops,2026-04-30T15:34:32Z,2026-04-30T19:34:32Z
FB-2098,1,2,Partner office hours,Enterprise admins,"Workspace owners keep confusing whether viewers can validate connector permissions, creating repeated setup questions.",Permissions,Access model clarity,Sev 4,Needs review,74,Low,Review recommended,Product Ops,Intake -> Product Ops review before final routing,2026-05-17T05:22:42Z,2026-05-17T05:52:42Z
FB-2099,1,2,Customer success note,Customer success teams,The permissions message sounded correct to one admin but contradicted what another workspace owner expected.,Permissions,Access model clarity,Sev 2,In progress,79,Medium,Review recommended,Product Ops,Support -> Product Ops active workstream,2026-05-17T15:28:33Z,2026-05-17T15:28:33Z
FB-2100,1,2,Customer success note,Customer success teams,"Workspace owners are unsure about the approval path for shared knowledge sources, causing avoidable support tickets.",Permissions,Access model clarity,Sev 3,In progress,86,High,No,Product Ops,Support -> Product Ops active workstream,2026-05-07T20:20:14Z,2026-05-07T21:20:14Z
FB-2101,1,3,Customer success note,Partner success teams,"Customer success teams need sample responses for common enterprise admin questions, pushing more questions back to internal teams.",Partner Enablement,Training readiness,Sev 4,Needs review,81,Medium,Review recommended,Partner Success,Triage -> Partner Success review,2026-05-07T12:52:31Z,2026-05-07T13:52:31Z
FB-2102,1,3,Internal triage,Customer success teams,"Support leads asked for sample responses for common enterprise admin questions, pushing more questions back to internal teams.",Partner Enablement,Training readiness,Sev 3,In progress,81,Medium,No,Partner Success,Support -> Partner Success active workstream,2026-05-18T11:26:37Z,2026-05-18T12:56:37Z
FB-2103,1,3,Internal triage,Partner success teams,"Support leads need a repeatable escalation path for partner-led setup calls, pushing more questions back to internal teams.",Partner Enablement,Training readiness,Sev 2,New,97,High,No,Partner Success,Intake -> Partner Success triage,2026-05-20T16:47:42Z,2026-05-20T17:47:42Z
FB-2104,1,3,Partner escalation,Support teams,"External partners need a repeatable escalation path for partner-led setup calls, risking inconsistent customer guidance.",Partner Enablement,Training readiness,Sev 3,Routed,73,Low,Review recommended,Partner Success,Support -> Partner Success,2026-05-13T02:53:52Z,2026-05-13T03:38:52Z
FB-2105,1,3,Partner office hours,External partners,"Customer success teams asked for updated enablement materials for permission scenarios, making regional support coverage uneven.",Partner Enablement,Training readiness,Sev 3,Routed,93,High,No,Partner Success,Support -> Partner Success,2026-05-15T19:21:50Z,2026-05-15T19:33:50Z
FB-2106,1,3,Launch office hours,Customer success teams,"External partners need clearer launch training before answering connector setup questions, risking inconsistent customer guidance.",Partner Enablement,Training readiness,Sev 3,Resolved,91,High,No,Partner Success,Resolved by Partner Success,2026-05-21T09:51:10Z,2026-05-21T09:51:10Z
FB-2107,1,3,Customer success note,Customer success teams,"Partner success teams do not yet have clearer launch training before answering connector setup questions, pushing more questions back to internal teams.",Partner Enablement,Training readiness,Sev 3,Routed,87,High,No,Partner Success,Support -> Partner Success,2026-05-07T21:41:15Z,2026-05-07T21:59:15Z
FB-2108,1,3,Customer success note,External partners,"Partner success teams reported gaps in sample responses for common enterprise admin questions, pushing more questions back to internal teams.",Partner Enablement,Training readiness,Sev 3,In progress,87,High,No,Partner Success,Support -> Partner Success active workstream,2026-05-02T21:36:21Z,2026-05-02T21:41:21Z
FB-2109,1,3,Internal triage,Customer success teams,"Customer success teams reported gaps in clearer launch training before answering connector setup questions, risking inconsistent customer guidance.",Partner Enablement,Training readiness,Sev 3,Resolved,83,Medium,No,Partner Success,Resolved by Partner Success,2026-05-12T01:30:08Z,2026-05-12T01:42:08Z
FB-2110,1,3,Partner office hours,Support teams,"Partner success teams do not yet have sample responses for common enterprise admin questions, making regional support coverage uneven.",Partner Enablement,Training readiness,Sev 2,Routed,85,High,No,Partner Success,Support -> Partner Success,2026-05-18T07:25:17Z,2026-05-18T07:37:17Z
FB-2111,1,3,Partner office hours,Customer success teams,"Customer success teams do not yet have updated enablement materials for permission scenarios, pushing more questions back to internal teams.",Partner Enablement,Training readiness,Sev 4,Resolved,80,Medium,No,Partner Success,Resolved by Partner Success,2026-05-17T14:35:49Z,2026-05-17T14:40:49Z
FB-2112,1,3,Customer success note,Partner success teams,"Customer success teams reported gaps in sample responses for common enterprise admin questions, delaying partner readiness signoff.",Partner Enablement,Training readiness,Sev 4,In progress,92,High,No,Partner Success,Support -> Partner Success active workstream,2026-05-02T11:06:53Z,2026-05-02T17:06:53Z
FB-2113,1,3,Partner escalation,Customer success teams,"External partners do not yet have a repeatable escalation path for partner-led setup calls, pushing more questions back to internal teams.",Partner Enablement,Training readiness,Sev 4,Routed,91,High,No,Partner Success,Support -> Partner Success,2026-05-02T05:46:55Z,2026-05-02T06:04:55Z
FB-2114,1,3,Partner office hours,External partners,"Support leads do not yet have updated enablement materials for permission scenarios, making regional support coverage uneven.",Partner Enablement,Training readiness,Sev 3,Routed,90,High,No,Partner Success,Support -> Partner Success,2026-05-02T07:21:14Z,2026-05-02T11:21:14Z
FB-2115,1,3,Internal triage,Customer success teams,"Partner success teams asked for updated enablement materials for permission scenarios, pushing more questions back to internal teams.",Partner Enablement,Training readiness,Sev 4,Routed,90,High,No,Partner Success,Support -> Partner Success,2026-05-07T00:00:53Z,2026-05-07T00:12:53Z
FB-2116,1,3,Partner escalation,Partner success teams,"External partners reported gaps in a repeatable escalation path for partner-led setup calls, risking inconsistent customer guidance.",Partner Enablement,Training readiness,Sev 3,In progress,92,High,No,Partner Success,Support -> Partner Success active workstream,2026-05-10T12:24:22Z,2026-05-10T12:42:22Z
FB-2117,1,3,Partner office hours,Partner success teams,"Support leads need updated enablement materials for permission scenarios, risking inconsistent customer guidance.",Partner Enablement,Training readiness,Sev 2,Routed,85,High,No,Partner Success,Support -> Partner Success,2026-05-14T22:56:16Z,2026-05-15T04:56:16Z
FB-2118,1,3,Partner escalation,External partners,"Customer success teams asked for a repeatable escalation path for partner-led setup calls, making regional support coverage uneven.",Partner Enablement,Training readiness,Sev 1,New,79,Medium,Review recommended,Partner Success,Intake -> Partner Success triage,2026-05-14T11:48:04Z,2026-05-14T11:48:04Z
FB-2119,1,3,Partner escalation,Customer success teams,"Customer success teams reported gaps in sample responses for common enterprise admin questions, making regional support coverage uneven.",Partner Enablement,Training readiness,Sev 4,Routed,82,Medium,No,Partner Success,Support -> Partner Success,2026-05-20T16:38:25Z,2026-05-20T17:08:25Z
FB-2120,1,3,Customer success note,Support teams,"Partner success teams reported gaps in updated enablement materials for permission scenarios, pushing more questions back to internal teams.",Partner Enablement,Training readiness,Sev 2,Needs review,74,Low,Review recommended,Partner Success,Triage -> Partner Success review,2026-05-20T19:43:35Z,2026-05-20T20:13:35Z
FB-2121,1,3,Launch office hours,Customer success teams,"Support leads reported gaps in updated enablement materials for permission scenarios, pushing more questions back to internal teams.",Partner Enablement,Training readiness,Sev 2,Resolved,80,Medium,No,Partner Success,Resolved by Partner Success,2026-05-06T09:15:37Z,2026-05-06T09:20:37Z
FB-2122,1,3,Partner escalation,Customer success teams,"Support leads need clearer launch training before answering connector setup questions, risking inconsistent customer guidance.",Partner Enablement,Training readiness,Sev 3,Resolved,77,Medium,Review recommended,Partner Success,Resolved by Partner Success,2026-05-20T18:50:21Z,2026-05-20T19:20:21Z
FB-2123,1,3,Internal triage,Partner success teams,"Customer success teams need sample responses for common enterprise admin questions, making regional support coverage uneven.",Partner Enablement,Training readiness,Sev 4,Routed,95,High,No,Partner Success,Support -> Partner Success,2026-05-13T16:44:13Z,2026-05-13T17:02:13Z
FB-2124,1,3,Partner office hours,Partner success teams,"Customer success teams asked for clearer launch training before answering connector setup questions, risking inconsistent customer guidance.",Partner Enablement,Training readiness,Sev 3,Needs review,71,Low,Review recommended,Partner Success,Triage -> Partner Success review,2026-05-19T02:14:17Z,2026-05-19T02:19:17Z
FB-2125,1,3,Internal triage,Support teams,"Customer success teams do not yet have a repeatable escalation path for partner-led setup calls, risking inconsistent customer guidance.",Partner Enablement,Training readiness,Sev 3,Routed,98,High,No,Partner Success,Support -> Partner Success,2026-05-08T14:36:55Z,2026-05-08T16:06:55Z
FB-2126,1,3,Partner escalation,Support teams,"External partners reported gaps in a repeatable escalation path for partner-led setup calls, pushing more questions back to internal teams.",Partner Enablement,Training readiness,Sev 4,Routed,85,High,No,Partner Success,Support -> Partner Success,2026-05-20T21:19:32Z,2026-05-20T21:24:32Z
FB-2127,1,3,Partner office hours,Partner success teams,"Partner success teams asked for a repeatable escalation path for partner-led setup calls, pushing more questions back to internal teams.",Partner Enablement,Training readiness,Sev 3,Needs review,75,Medium,Review recommended,Partner Success,Triage -> Partner Success review,2026-05-17T17:07:08Z,2026-05-17T17:12:08Z
FB-2128,1,3,Partner office hours,Customer success teams,"Customer success teams reported gaps in updated enablement materials for permission scenarios, making regional support coverage uneven.",Partner Enablement,Training readiness,Sev 4,New,90,High,No,Partner Success,Intake -> Partner Success triage,2026-04-30T21:33:00Z,2026-04-30T21:33:00Z
FB-2129,1,3,Partner office hours,Support teams,"External partners reported gaps in sample responses for common enterprise admin questions, risking inconsistent customer guidance.",Partner Enablement,Training readiness,Sev 4,Resolved,86,High,No,Partner Success,Resolved by Partner Success,2026-05-09T18:36:31Z,2026-05-09T19:06:31Z
FB-2130,1,3,Launch office hours,Partner success teams,"Partner success teams do not yet have clearer launch training before answering connector setup questions, pushing more questions back to internal teams.",Partner Enablement,Training readiness,Sev 2,Needs review,73,Low,Review recommended,Partner Success,Triage -> Partner Success review,2026-05-06T18:10:06Z,2026-05-07T00:10:06Z
FB-2131,1,3,Partner office hours,Customer success teams,Partner teams said the training covered the feature but not the exact setup issue customers are asking about.,Partner Enablement,Training readiness,Sev 4,Routed,65,Low,Review recommended,Partner Success,Support -> Partner Success,2026-05-04T07:38:39Z,2026-05-04T11:38:39Z
